AREACD,AREANM,Method,% workforce taking bus and rail,Retail (47),Health (Q),Professional (M),Education (P),Finance (K),Food and Drink (56),Admin and support (N),Public admin (O),Information and communication (J),Construction (F),Manufacturing (C) ,Transport (H),Arts (R),"Other Services (S,T,U)","Wholesale (45,46,48)",Accommodation (55),Real estate (L),"Agriculture, electricity, water, mining (A,B,D,E)"
E07000041,Exeter,Rail,10.99658001,0.424509124,0.24035587,0.331236697,0.600291775,0.124363236,0.150670844,0.149475044,0.278621481,0.126754837,0.074139622,0.06935642,0.162628847,0.096859828,0.095664028,0.03467821,0.03587401,0.06816062,0.052615215
E07000080,Forest of Dean,Rail,1.960848075,0.019510926,0.019510926,0.022762747,0.022762747,0.022762747,0.013007284,0.013007284,0.087799168,0.019510926,0.006503642,0.035770031,0.006503642,0.009755463,0.009755463,0.003251821,0,0.003251821,0.003251821
E07000081,Gloucester,Rail,8.304487479,0.079521003,0.130975769,0.076402532,0.084198709,0.095113356,0.018710824,0.031184707,0.145008888,0.059250943,0.02338853,0.018710824,0.02338853,0.015592354,0.017151589,0.009355412,0.006236941,0.010914647,0.029625472
E07000187,Mendip,Rail,1.940770268,0.064423909,0.044291438,0.054357673,0.058384168,0.026172213,0.020132472,0.016105977,0.016105977,0.038251696,0.022145719,0.018119224,0.010066236,0.030198707,0.002013247,0.004026494,0.002013247,0.006039741,0
E07000042,Mid Devon,Rail,2.230992531,0.05871033,0.03914022,0.03914022,0.03914022,0.003261685,0.009785055,0.042401905,0.01957011,0.03914022,0.016308425,0.03914022,0.01957011,0.00652337,0.022831795,0.01957011,0,0,0
E07000043,North Devon,Rail,3.861324476,0.035291675,0.012455885,0.033215694,0.014531866,0.012455885,0.006227943,0.010379905,0.043595599,0.008303924,0.016607847,0.006227943,0.016607847,0.002075981,0.004151962,0.008303924,0.002075981,0.002075981,0.002075981
E07000188,Sedgemoor,Rail,1.745434445,0.061653592,0.029763803,0.029763803,0.044645704,0.021259859,0.021259859,0.017007887,0.031889789,0.017007887,0.038267747,0.051023662,0.019133873,0.025511831,0.012755916,0.023385845,0.004251972,0,0.01062993
E07000044,South Hams,Rail,3.59610517,0.036485531,0.093494174,0.082092445,0.04788726,0.01596242,0.020523111,0.022803457,0.155063508,0.038765877,0.009121383,0.029644494,0.038765877,0.043326568,0.011401729,0.002280346,0.006841037,0.013682074,0.004560691
E07000189,South Somerset,Rail,1.668920816,0.0229668,0.031898334,0.037002067,0.021690867,0.016587133,0.008931533,0.012759333,0.0459336,0.019139,0.019139,0.044657667,0.017863067,0.017863067,0.012759333,0.006379667,0.0038278,0.006379667,0.005103734
E07000082,Stroud,Rail,2.598097503,0.031708284,0.059453032,0.053507729,0.045580658,0.04359889,0.01783591,0.023781213,0.04359889,0.067380103,0.033690052,0.045580658,0.01783591,0.033690052,0.015854142,0.009908839,0,0.003963535,0.017835909
E07000045,Teignbridge,Rail,3.678916521,0.203944242,0.152463171,0.132662759,0.093061936,0.047520988,0.08316173,0.055441153,0.059401236,0.045540947,0.085141771,0.071281483,0.061381277,0.029700618,0.031680659,0.041580865,0.025740535,0.011880247,0.029700617
E07000083,Tewkesbury,Rail,3.987776271,0.025824779,0.021520649,0.060257817,0.015064454,0.288376697,0.027976844,0.017216519,0.038737168,0.064561947,0.019368584,0.058105752,0.00430413,0.012912389,0.002152065,0.00860826,0.002152065,0.002152065,0.00430413
E07000046,Torridge,Rail,2.627778224,0.004011875,0.032095001,0.032095001,0.016047501,0.024071251,0,0.00802375,0.016047501,0.012035625,0.020059376,0.024071251,0.028083126,0.012035625,0,0.004011875,0.004011875,0,0
E07000047,West Devon,Rail,1.992123099,0.02747756,0.009159187,0.036636747,0.018318373,0.01373878,0.022897967,0.009159187,0.036636747,0.004579593,0.022897967,0.009159187,0.018318373,0.009159187,0.01373878,0.004579593,0,0,0
W06000019,Blaenau Gwent,Rail,3.279652583,0.045236587,0.117615127,0.013570976,0.013570976,0.03618927,0.018094635,0.013570976,0.03618927,0.027141952,0.004523659,0.027141952,0.004523659,0.004523659,0.009047317,0.004523659,0,0,0.004523659
W06000013,Bridgend,Rail,4.268172241,0.22056887,0.13497498,0.075717672,0.080655781,0.098762181,0.06748749,0.083947854,0.241967343,0.092178035,0.054319199,0.065841454,0.032920727,0.044442981,0.032920727,0.024690545,0.009876218,0.014814327,0.009876218
W06000018,Caerphilly,Rail,5.118364297,0.171517848,0.123968346,0.091702612,0.11208097,0.093400808,0.054342288,0.123968346,0.123968346,0.025472948,0.057738682,0.139252114,0.040756716,0.035662127,0.023774751,0.040756716,0.008490983,0.008490983,0.032265734
W06000015,Cardiff,Rail,15.73791089,0.961744602,0.383900126,0.832614559,0.658613074,1.198566108,0.242305794,0.250282939,0.850563137,0.348002971,0.150070049,0.116665753,0.289670095,0.183474346,0.123147183,0.080768598,0.061324306,0.051851446,0.276208663
W06000010,Carmarthenshire,Rail,2.644814313,0.10058878,0.056329717,0.034870777,0.040235512,0.02145894,0.034870777,0.028164858,0.072423921,0.025482491,0.049623798,0.030847226,0.017435388,0.014753021,0.016094205,0.009388286,0.004023551,0.008047102,0.008047102
W06000008,Ceredigion,Rail,3.100633528,0.048732943,0.039595517,0.03045809,0.063961988,0.009137427,0.033503899,0.009137427,0.039595517,0.012183236,0.015229045,0.009137427,0.003045809,0.027412281,0.003045809,0.012183236,0.006091618,0.003045809,0.009137427
W06000003,Conwy,Rail,5.290808397,0.188253836,0.120394895,0.041590964,0.05691395,0.01094499,0.061291947,0.015322987,0.096315916,0.043779962,0.039401966,0.01094499,0.048157958,0.050346956,0.017511985,0.024078979,0.054724952,0.01094499,0.028456975
W06000004,Denbighshire,Rail,4.028021016,0.117553919,0.086366144,0.026389655,0.052779311,0.028788715,0.052779311,0.026389655,0.069572727,0.023990596,0.026389655,0.038384953,0.016793417,0.026389655,0.023990596,0.00239906,0.026389655,0.019192477,0.004798119
W06000005,Flintshire,Rail,3.623228444,0.085642457,0.027626599,0.038677238,0.026245269,0.037295909,0.033151919,0.046965218,0.029007929,0.024863939,0.031770589,0.095311766,0.013813299,0.015194629,0.01243197,0.019338619,0.00828798,0.00138133,0.00966931
W06000002,Gwynedd,Rail,5.017274274,0.097973496,0.070472163,0.017188333,0.144381994,0.025782499,0.044689665,0.013750666,0.039533165,0.012031833,0.034376665,0.012031833,0.027501332,0.017188333,0.008594166,0.013750666,0.029220165,0.006875333,0.006875333
W06000001,Isle of Anglesey,Rail,2.876823339,0.024311183,0.081037277,0.004051864,0.024311183,0.004051864,0.05267423,0.020259319,0.040518639,0.020259319,0.040518639,0.028363047,0.141815235,0.008103728,0.020259319,0.012155592,0.004051864,0,0.004051864
W06000024,Merthyr Tydfil,Rail,7.888305757,0.168262489,0.180281239,0.060093746,0.076118745,0.060093746,0.068106246,0.068106246,0.116181243,0.056087496,0.052081247,0.048074997,0.028043748,0.012018749,0.020031249,0.012018749,0.012018749,0.008012499,0.008012499
W06000021,Monmouthshire,Rail,2.000676432,0.085854775,0.070244816,0.062439837,0.036423238,0.036423238,0.046829877,0.00520332,0.023414939,0.031219918,0.028618258,0.036423238,0.00520332,0.018211619,0.013008299,0.015609959,0.00780498,0.00260166,0.00520332
W06000012,Neath Port Talbot,Rail,3.721398039,0.116051914,0.077367943,0.032881376,0.046420766,0.032881376,0.050289163,0.048354964,0.065762751,0.032881376,0.056091758,0.06769695,0.036749773,0.029012978,0.019341986,0.023210383,0.009670993,0.009670993,0.009670994
W06000022,Newport,Rail,8.251412123,0.134423202,0.11134043,0.073321747,0.065174886,0.10455138,0.047523354,0.057028025,0.128991962,0.047523354,0.039376494,0.058385835,0.042092114,0.027156202,0.012220291,0.020367152,0.008146861,0.021724962,0.014935911
W06000009,Pembrokeshire,Rail,3.25625736,0.037385274,0.042993065,0.03551601,0.018692637,0.003738527,0.026169692,0.011215582,0.022431164,0.013084846,0.01495411,0.01495411,0.026169692,0.013084846,0.007477055,0.001869264,0.013084846,0.001869264,0.003738527
W06000023,Powys,Rail,1.436753396,0.054000982,0.044182622,0.026182294,0.026182294,0.022909507,0.031091474,0.019636721,0.031091474,0.013091147,0.014727541,0.029455081,0.019636721,0.021273114,0.013091147,0.013091147,0.003272787,0.00490918,0.011454753
W06000016,Rhondda Cynon Taf,Rail,6.149460148,0.357879413,0.257187917,0.077641635,0.389421327,0.098265195,0.202596142,0.138299163,0.171054228,0.069149581,0.1103967,0.126167657,0.083707388,0.080067936,0.044886571,0.038820818,0.015770957,0.04367342,0.031541914
W06000011,Swansea,Rail,6.651489657,0.137672878,0.103479615,0.067486705,0.100780146,0.081883869,0.046790782,0.072885642,0.151170219,0.071085996,0.046790782,0.030593973,0.033293441,0.022495568,0.018896277,0.017096632,0.006298759,0.017996455,0.008098405
W06000014,The Vale of Glamorgan,Rail,4.753175331,0.226965213,0.244424076,0.115664964,0.161494479,0.104753175,0.080747239,0.091659028,0.146217974,0.080747239,0.076382524,0.096023744,0.076382524,0.056741303,0.072017808,0.043647156,0.017458863,0.01964122,0.015276505
W06000020,Torfaen,Rail,5.110461838,0.087139269,0.025629197,0.033317956,0.028192116,0.053821313,0.025629197,0.020503357,0.066635912,0.041006715,0.033317956,0.066635912,0.025629197,0.023066277,0.010251679,0.012814598,0,0.005125839,0.007688759
W06000006,Wrexham,Rail,5.918213912,0.119312238,0.076817469,0.037591527,0.065376569,0.026150628,0.040860356,0.035957113,0.07354864,0.027785042,0.019612971,0.062107741,0.039225941,0.017978556,0.001634414,0.016344142,0.001634414,0.004903243,0.001634414
E06000058,"Bournemouth, Christchurch and Poole",Rail,8.056731351,0.159419493,0.104447254,0.103897532,0.113792535,0.167115607,0.044527514,0.040679457,0.094552251,0.084657248,0.048925293,0.093452806,0.096751141,0.041229179,0.019240283,0.017591116,0.016491672,0.017591116,0.006046946
E06000059,Dorset,Rail,3.212251963,0.089682161,0.089682161,0.057697614,0.053934726,0.034493139,0.046408951,0.028848807,0.097207937,0.037628879,0.035120287,0.07149487,0.036374583,0.037628879,0.017560144,0.020695883,0.00627148,0.008152924,0.014424404
E07000246,Somerset West and Taunton,Rail,3.15797847,0.051704937,0.071591451,0.070265684,0.047727634,0.029166888,0.017234979,0.014583444,0.160417882,0.034469958,0.019886514,0.010606141,0.030492655,0.019886514,0.013257677,0.003977303,0.006628838,0.006628838,0.010606141
E07000245,West Suffolk,Rail,2.5955362,0.082743604,0.076211214,0.044637997,0.032661949,0.037016875,0.021774633,0.037016875,0.048992923,0.03375068,0.041371802,0.026129559,0.008709853,0.021774633,0.016330975,0.017419706,0.010887316,0.007621121,0.008709853
E07000244,East Suffolk,Rail,2.984657742,0.066835584,0.093769327,0.093769327,0.034914111,0.05286994,0.024938651,0.037906749,0.0628454,0.063842946,0.033916565,0.034914111,0.069828223,0.023941105,0.013965644,0.00997546,0.001995092,0.006982822,0.010973006
